         29650667 function calls (29094292 primitive calls) in 19.868 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 process.py:491(IndexAbstactExtractor)
        1    0.000    0.000    0.000    0.000 _colorizer.py:355(Colorizer)
        2    0.000    0.000    0.000    0.000 generic.py:12195(<listcomp>)
        1    0.000    0.000    0.000    0.000 concat.py:353(JoinUnit)
        1    0.000    0.000    0.000    0.000 format.py:2019(EngFormatter)
        1    0.000    0.000    0.000    0.000 zipfile.py:795(ZipExtFile)
        1    0.000    0.000    0.000    0.000 accessors.py:146(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 buffer.py:14(PandasBuffer)
        1    0.000    0.000    0.000    0.000 utils.py:18(ArrowCTypes)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:19(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 pytables.py:2567(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:4631(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 _common.py:611(_WrapNumbers)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 async_case.py:8(IsolatedAsyncioTestCase)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 distance.py:1942(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:111(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1297(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3212(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4742(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5951(kappa4_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8655(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1037(randint_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1121(zipf_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1306(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1626(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 __init__.py:1127(<listcomp>)
        2    0.000    0.000    0.000    0.000 _collections.py:123(__new__)
        1    0.000    0.000    0.000    0.000 base.py:758(CacheableOptions)
        1    0.000    0.000    0.000    0.000 annotation.py:125(Annotated)
        1    0.000    0.000    0.000    0.000 attr.py:261(_CompoundListener)
        1    0.000    0.000    0.000    0.000 selectable.py:2603(FromGrouping)
        1    0.000    0.000    0.000    0.000 url.py:201(<dictcomp>)
        1    0.000    0.000    0.000    0.000 events.py:13(PoolEvents)
        1    0.000    0.000    0.000    0.000 default.py:825(StrCompileDialect)
        1    0.000    0.000    0.000    0.000 ec.py:40(EllipticCurve)
        1    0.000    0.000    0.000    0.000 ed448.py:12(Ed448PublicKey)
        1    0.000    0.000    0.000    0.000 algorithms.py:27(AES)
        1    0.000    0.000    0.000    0.000 charset.py:44(by_id)
        1    0.000    0.000    0.000    0.000 COMMAND.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engine.py:24(Connection)
        1    0.000    0.000    0.000    0.000 identity.py:15(IdentityMap)
        1    0.000    0.000    0.000    0.000 events.py:2182(AttributeEvents)
        1    0.000    0.000    0.000    0.000 dynamic.py:287(AppenderMixin)
        2    0.000    0.000    0.000    0.000 access.py:32(__init__)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        7    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:390(validate_fontstretch)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:201(LogTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:1962(MaxNLocator)
        1    0.000    0.000    0.000    0.000 core.py:4501(AtStringStart)
        1    0.000    0.000    0.000    0.000 core.py:5373(Combine)
        1    0.000    0.000    0.000    0.000 core.py:5554(Suppress)
        1    0.000    0.000    0.000    0.000 contour.py:1393(QuadContourSet)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1643(ParserState)
        1    0.000    0.000    0.000    0.000 widgets.py:64(Widget)
        1    0.000    0.000    0.000    0.000 legend_handler.py:47(HandlerBase)
        1    0.000    0.000    0.000    0.000 charles.py:1(<module>)
        4    0.000    0.000    0.000    0.000 mysqldb.py:148(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyodbc.py:14(PyODBCConnector)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
       11    0.000    0.000    0.000    0.000 enum.py:1004(<lambda>)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        9    0.000    0.000    0.000    0.000 _globals.py:90(__repr__)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 core.py:1276(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 win.py:48(tzres)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 __init__.py:510(Formatter)
        1    0.000    0.000    0.000    0.000 base.py:102(PandasObject)
        1    0.000    0.000    0.000    0.000 base.py:806(_shallow_copy)
        1    0.000    0.000    0.000    0.000 accessor.py:227(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 _qmc.py:884(Halton)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2358(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3480(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5586(__init__)
        1    0.000    0.000    0.000    0.000 configparser.py:1237(SectionProxy)
        1    0.000    0.000    0.000    0.000 process.py:212(StockTickDataEnricher)
        1    0.000    0.000    0.000    0.000 _asyncio_loop.py:5(load_loop_functions)
        1    0.000    0.000    0.000    0.000 format.py:204(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1620(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 info.py:1015(SeriesTableBuilder)
        1    0.000    0.000    0.000    0.000 ops.py:1297(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:205(Op)
        6    0.000    0.000    0.000    0.000 memory_profiler.py:1215(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 proactor_events.py:593(_ProactorSocketTransport)
        1    0.000    0.000    0.000    0.000 tracemalloc.py:136(Frame)
        1    0.000    0.000    0.000    0.000 base_factor.py:458(StockTickDifferenceFactor)
        1    0.000    0.000    0.000    0.000 _stats_py.py:4155(PearsonRResult)
       10    0.000    0.000    0.000    0.000 case.py:1405(_deprecate)
        1    0.000    0.000    0.000    0.000 arpack.py:988(IterOpInv)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:23(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:34(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:212(StrategyChain)
        1    0.000    0.000    0.000    0.000 _ode.py:760(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:1038(zvode)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3352(genhyperbolic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4083(invgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5133(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6477(ncx2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6768(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8467(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8543(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9398(gennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9724(argus_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1215(zipfian_gen)
        1    0.000    0.000    0.000    0.000 _interpolate.py:795(_PPolyBase)
        1    0.000    0.000    0.000    0.000 _docscrape.py:599(ClassDoc)
        1    0.000    0.000    0.000    0.000 _collections.py:118(FacadeDict)
       13    0.000    0.000    0.000    0.000 _collections.py:701(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:2480(MarkerTransaction)
        1    0.000    0.000    0.000    0.000 base.py:3397(OptionEngineMixin)
        1    0.000    0.000    0.000    0.000 base.py:623(__init__)
        1    0.000    0.000    0.000    0.000 roles.py:173(StatementRole)
       13    0.000    0.000    0.000    0.000 traversals.py:988(visit_fromclause_canonical_column_collection)
        1    0.000    0.000    0.000    0.000 sqltypes.py:912(Time)
       13    0.000    0.000    0.000    0.000 schema.py:3414(<listcomp>)
       13    0.000    0.000    0.000    0.000 schema.py:4014(<listcomp>)
        1    0.000    0.000    0.000    0.000 impl.py:27(QueuePool)
        1    0.000    0.000    0.000    0.000 impl.py:392(StaticPool)
        1    0.000    0.000    0.000    0.000 queue.py:189(_full)
        1    0.000    0.000    0.000    0.000 result.py:51(ResultMetaData)
        3    0.000    0.000    0.000    0.000 default.py:1270(no_parameters)
        7    0.000    0.000    0.000    0.000 connections.py:1150(__del__)
        1    0.000    0.000    0.000    0.000 modes.py:18(Mode)
        1    0.000    0.000    0.000    0.000 padding.py:60(OAEP)
        4    0.000    0.000    0.000    0.000 protocol.py:78(read_all)
        1    0.000    0.000    0.000    0.000 attributes.py:1869(History)
        1    0.000    0.000    0.000    0.000 identity.py:90(WeakInstanceDict)
        1    0.000    0.000    0.000    0.000 unitofwork.py:620(SaveUpdateAll)
        1    0.000    0.000    0.000    0.000 process.py:497(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 __init__.py:605(Stack)
        2    0.000    0.000    0.000    0.000 rcsetup.py:547(validate_sketch)
        1    0.000    0.000    0.000    0.000 Image.py:3500(Exif)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:708(PngImageFile)
        1    0.000    0.000    0.000    0.000 scale.py:346(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:620(LogitScale)
        1    0.000    0.000    0.000    0.000 transforms.py:2637(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
        1    0.000    0.000    0.000    0.000 core.py:4066(MatchFirst)
       16    0.000    0.000    0.000    0.000 results.py:17(__getitem__)
        4    0.000    0.000    0.000    0.000 results.py:241(__len__)
        1    0.000    0.000    0.000    0.000 collections.py:1668(CircleCollection)
        1    0.000    0.000    0.000    0.000 _mathtext.py:913(Node)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1299(Rule)
        1    0.000    0.000    0.000    0.000 widgets.py:26(LockDraw)
        1    0.000    0.000    0.000    0.000 polar.py:117(PolarAffine)
        1    0.000    0.000    0.000    0.000 starsandstripes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enumerated.py:102(SET)
        1    0.000    0.000    0.000    0.000 pymysql.py:66(dbapi)
        1    0.000    0.000    0.000    0.000 asyncmy.py:280(MySQLDialect_asyncmy)
        2    0.000    0.000    0.000    0.000 {pyarrow.lib.time32}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 __init__.py:437(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:2201(_create)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:1576(TotalCommissionVolatilityRatioFactor)
        1    0.000    0.000    0.000    0.000 spot_goods_factor.py:311(SpreadFactor)
        1    0.000    0.000    0.000    0.000 index_tricks.py:524(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6285(mvoid)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        2    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        3    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 ipc.py:78(RecordBatchStreamWriter)
        1    0.000    0.000    0.000    0.000 necompiler.py:71(ASTNode)
        1    0.000    0.000    0.000    0.000 _multivariate.py:237(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3832(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4207(multivariate_t_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4632(multivariate_hypergeom_gen)
        1    0.000    0.000    0.000    0.000 process.py:393(FutureTickDataProcessorPhase1)
        1    0.000    0.000    0.000    0.000 _file_sink.py:107(RotationTime)
        1    0.000    0.000    0.000    0.000 apply.py:926(FrameRowApply)
        1    0.000    0.000    0.000    0.000 apply.py:1062(SeriesApply)
        1    0.000    0.000    0.000    0.000 describe.py:103(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 format.py:428(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:1437(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 zipfile.py:2251(Path)
        1    0.000    0.000    0.000    0.000 construction.py:483(<listcomp>)
        1    0.000    0.000    0.000    0.000 rolling.py:2841(RollingGroupby)
        3    0.000    0.000    0.000    0.000 series.py:199(_coerce_method)
        1    0.000    0.000    0.000    0.000 memory_profiler.py:1273(LogFile)
        1    0.000    0.000    0.000    0.000 _base.py:313(Future)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
